State,year,Categorie,returns,Taxcategory,taxreturns,ReturnsCategory,overallreturns,AmountCategory,Amount
GA,2015,Real Estate,4590,,,,,,
GA,2015,Others,27430,,,,,,
GA,2016,Energy,45472,Direct tax,77402,Total Returns filed,180004,Total Dollar Amount,8636234.48
GA,2016,Financials,11275,Indirect tax,102602,Filed by WK Product,79202,Dollar Amount by product ,1440252.24
GA,2016,Health Care,34933,,,,,,
GA,2016,Industrials,42659,,,,,,
GA,2016,Information Technology,9570,,,,,,
GA,2016,Real Estate,12636,,,,,,
GA,2016,Others,23459,,,,,,
HI,2010,Energy,44344,Direct tax,67370,Total Returns filed,129556,Total Dollar Amount,8636234.48
HI,2010,Financials,3407,Indirect tax,62186,Filed by WK Product,59596,Dollar Amount by product ,1440252.24
HI,2010,Health Care,31811,,,,,,
HI,2010,Industrials,3013,,,,,,
HI,2010,Information Technology,2897,,,,,,
HI,2010,Real Estate,13107,,,,,,
HI,2010,Others,30977,,,,,,
HI,2011,Energy,14788,Direct tax,82867,Total Returns filed,150667,Total Dollar Amount,8636234.48
HI,2011,Financials,29278,Indirect tax,67800,Filed by WK Product,40681,Dollar Amount by product ,1440252.24
HI,2011,Health Care,26672,,,,,,
HI,2011,Industrials,15154,,,,,,
HI,2011,Information Technology,35716,,,,,,
HI,2011,Real Estate,13124,,,,,,
HI,2011,Others,15935,,,,,,
HI,2012,Energy,42199,Direct tax,117075,Total Returns filed,209061,Total Dollar Amount,8636234.48
HI,2012,Financials,36842,Indirect tax,91986,Filed by WK Product,37631,Dollar Amount by product ,1440252.24
HI,2012,Health Care,13254,,,,,,
HI,2012,Industrials,21679,,,,,,
HI,2012,Information Technology,24550,,,,,,
HI,2012,Real Estate,36192,,,,,,
HI,2012,Others,34345,,,,,,
HI,2013,Energy,40829,Direct tax,92886,Total Returns filed,175255,Total Dollar Amount,8636234.48
HI,2013,Financials,35212,Indirect tax,82369,Filed by WK Product,43814,Dollar Amount by product ,1440252.24
HI,2013,Health Care,9718,,,,,,
HI,2013,Industrials,4874,,,,,,
HI,2013,Information Technology,19008,,,,,,
HI,2013,Real Estate,49649,,,,,,
HI,2013,Others,15965,,,,,,
HI,2014,Energy,39659,Direct tax,91536,Total Returns filed,166429,Total Dollar Amount,8636234.48
HI,2014,Financials,20001,Indirect tax,74893,Filed by WK Product,51593,Dollar Amount by product ,1440252.24
HI,2014,Health Care,28839,,,,,,
HI,2014,Industrials,37865,,,,,,
HI,2014,Information Technology,3755,,,,,,
HI,2014,Real Estate,27625,,,,,,
HI,2014,Others,8685,,,,,,
HI,2015,Energy,25273,Direct tax,63066,Total Returns filed,131386,Total Dollar Amount,8636234.48
HI,2015,Financials,15214,Indirect tax,68320,Filed by WK Product,65693,Dollar Amount by product ,1440252.24
HI,2015,Health Care,32137,,,,,,
HI,2015,Industrials,10402,,,,,,
HI,2015,Information Technology,14502,,,,,,
HI,2015,Real Estate,30822,,,,,,
HI,2015,Others,3036,,,,,,
HI,2016,Energy,22987,Direct tax,51911,Total Returns filed,97944,Total Dollar Amount,8636234.48
HI,2016,Financials,27863,Indirect tax,46033,Filed by WK Product,46034,Dollar Amount by product ,1440252.24
HI,2016,Health Care,3663,,,,,,
HI,2016,Industrials,2972,,,,,,
HI,2016,Information Technology,13451,,,,,,
HI,2016,Real Estate,14662,,,,,,
HI,2016,Others,12346,,,,,,
ID,2010,Energy,6467,Direct tax,83015,Total Returns filed,156631,Total Dollar Amount,8636234.48
ID,2010,Financials,30972,Indirect tax,73616,Filed by WK Product,36026,Dollar Amount by product ,1440252.24
ID,2010,Health Care,17177,,,,,,
ID,2010,Industrials,30569,,,,,,
ID,2010,Information Technology,26237,,,,,,
ID,2010,Real Estate,10277,,,,,,
ID,2010,Others,34932,,,,,,
ID,2011,Energy,32360,Direct tax,99616,Total Returns filed,237179,Total Dollar Amount,8636234.48
ID,2011,Financials,16350,Indirect tax,137563,Filed by WK Product,54552,Dollar Amount by product ,1440252.24
ID,2011,Health Care,42737,,,,,,
ID,2011,Industrials,34218,,,,,,
ID,2011,Information Technology,26527,,,,,,
ID,2011,Real Estate,47929,,,,,,
ID,2011,Others,37058,,,,,,
ID,2012,Energy,20051,Direct tax,79351,Total Returns filed,155590,Total Dollar Amount,8636234.48
ID,2012,Financials,7555,Indirect tax,76239,Filed by WK Product,71572,Dollar Amount by product ,1440252.24
ID,2012,Health Care,15965,,,,,,
ID,2012,Industrials,38105,,,,,,
ID,2012,Information Technology,25627,,,,,,
ID,2012,Real Estate,23581,,,,,,
ID,2012,Others,24706,,,,,,
ID,2013,Energy,5123,Direct tax,68946,Total Returns filed,125356,Total Dollar Amount,8636234.48
ID,2013,Financials,16953,Indirect tax,56410,Filed by WK Product,21311,Dollar Amount by product ,1440252.24
ID,2013,Health Care,28569,,,,,,
ID,2013,Industrials,11539,,,,,,
ID,2013,Information Technology,7795,,,,,,
ID,2013,Real Estate,30541,,,,,,
ID,2013,Others,24836,,,,,,
ID,2014,Energy,25408,Direct tax,119705,Total Returns filed,217645,Total Dollar Amount,8636234.48
ID,2014,Financials,34507,Indirect tax,97940,Filed by WK Product,52235,Dollar Amount by product ,1440252.24
ID,2014,Health Care,26470,,,,,,
ID,2014,Industrials,48789,,,,,,
ID,2014,Information Technology,41767,,,,,,
ID,2014,Real Estate,37809,,,,,,
ID,2014,Others,2895,,,,,,
ID,2015,Energy,41456,Direct tax,88417,Total Returns filed,157887,Total Dollar Amount,8636234.48
ID,2015,Financials,12513,Indirect tax,69470,Filed by WK Product,67892,Dollar Amount by product ,1440252.24
ID,2015,Health Care,47289,,,,,,
ID,2015,Industrials,4055,,,,,,
ID,2015,Information Technology,11234,,,,,,
ID,2015,Real Estate,13346,,,,,,
ID,2015,Others,27994,,,,,,
ID,2016,Energy,46192,Direct tax,83896,Total Returns filed,195105,Total Dollar Amount,8636234.48
ID,2016,Financials,32946,Indirect tax,111209,Filed by WK Product,48777,Dollar Amount by product ,1440252.24
ID,2016,Health Care,13820,,,,,,
ID,2016,Industrials,17775,,,,,,
ID,2016,Information Technology,5242,,,,,,
ID,2016,Real Estate,43833,,,,,,
ID,2016,Others,35297,,,,,,
IL,2010,Energy,40134,Direct tax,133857,Total Returns filed,252560,Total Dollar Amount,8636234.48
IL,2010,Financials,19149,Indirect tax,118703,Filed by WK Product,58089,Dollar Amount by product ,1440252.24
IL,2010,Health Care,40657,,,,,,
IL,2010,Industrials,48611,,,,,,
IL,2010,Information Technology,28797,,,,,,
IL,2010,Real Estate,48130,,,,,,
IL,2010,Others,27082,,,,,,
IL,2011,Energy,4841,Direct tax,76642,Total Returns filed,186930,Total Dollar Amount,8636234.48
IL,2011,Financials,45259,Indirect tax,110288,Filed by WK Product,67295,Dollar Amount by product ,1440252.24
IL,2011,Health Care,14816,,,,,,
IL,2011,Industrials,29799,,,,,,
IL,2011,Information Technology,35934,,,,,,
IL,2011,Real Estate,11511,,,,,,
IL,2011,Others,44770,,,,,,
IL,2012,Energy,47021,Direct tax,78430,Total Returns filed,142600,Total Dollar Amount,8636234.48
IL,2012,Financials,21235,Indirect tax,64170,Filed by WK Product,47058,Dollar Amount by product ,1440252.24
IL,2012,Health Care,14944,,,,,,
IL,2012,Industrials,15882,,,,,,
IL,2012,Information Technology,31412,,,,,,
IL,2012,Real Estate,11023,,,,,,
IL,2012,Others,1083,,,,,,
IL,2013,Energy,13257,Direct tax,94967,Total Returns filed,202057,Total Dollar Amount,8636234.48
IL,2013,Financials,10116,Indirect tax,107090,Filed by WK Product,78803,Dollar Amount by product ,1440252.24
IL,2013,Health Care,45572,,,,,,
IL,2013,Industrials,11750,,,,,,
IL,2013,Information Technology,47118,,,,,,
IL,2013,Real Estate,30142,,,,,,
IL,2013,Others,44102,,,,,,
IL,2014,Energy,27040,Direct tax,71466,Total Returns filed,155360,Total Dollar Amount,8636234.48
IL,2014,Financials,35224,Indirect tax,83894,Filed by WK Product,38840,Dollar Amount by product ,1440252.24
IL,2014,Health Care,28702,,,,,,
IL,2014,Industrials,25993,,,,,,
IL,2014,Information Technology,5564,,,,,,
IL,2014,Real Estate,28611,,,,,,
IL,2014,Others,4226,,,,,,
IL,2015,Energy,15275,Direct tax,68704,Total Returns filed,143133,Total Dollar Amount,8636234.48
IL,2015,Financials,17643,Indirect tax,74429,Filed by WK Product,50097,Dollar Amount by product ,1440252.24
IL,2015,Health Care,4873,,,,,,
IL,2015,Industrials,43977,,,,,,
IL,2015,Information Technology,3847,,,,,,
IL,2015,Real Estate,11655,,,,,,
IL,2015,Others,45863,,,,,,
IL,2016,Energy,28318,Direct tax,118972,Total Returns filed,198286,Total Dollar Amount,8636234.48
IL,2016,Financials,2318,Indirect tax,79314,Filed by WK Product,31726,Dollar Amount by product ,1440252.24
IL,2016,Health Care,23275,,,,,,
IL,2016,Industrials,39736,,,,,,
IL,2016,Information Technology,41440,,,,,,
IL,2016,Real Estate,34149,,,,,,
IL,2016,Others,29050,,,,,,
IN,2010,Energy,29643,Direct tax,76011,Total Returns filed,168913,Total Dollar Amount,8636234.48
IN,2010,Financials,43000,Indirect tax,92902,Filed by WK Product,30405,Dollar Amount by product ,1440252.24
IN,2010,Health Care,4331,,,,,,
IN,2010,Industrials,26128,,,,,,
IN,2010,Information Technology,31608,,,,,,
IN,2010,Real Estate,22042,,,,,,
IN,2010,Others,12161,,,,,,
IN,2011,Energy,8146,Direct tax,75863,Total Returns filed,189656,Total Dollar Amount,8636234.48
IN,2011,Financials,42715,Indirect tax,113793,Filed by WK Product,30345,Dollar Amount by product ,1440252.24
IN,2011,Health Care,18348,,,,,,
IN,2011,Industrials,32811,,,,,,
IN,2011,Information Technology,1345,,,,,,
IN,2011,Real Estate,43814,,,,,,
IN,2011,Others,42477,,,,,,
IN,2012,Energy,42346,Direct tax,122809,Total Returns filed,245617,Total Dollar Amount,8636234.48
IN,2012,Financials,20754,Indirect tax,122808,Filed by WK Product,49124,Dollar Amount by product ,1440252.24
IN,2012,Health Care,38150,,,,,,
IN,2012,Industrials,38840,,,,,,
IN,2012,Information Technology,47959,,,,,,
IN,2012,Real Estate,33825,,,,,,
IN,2012,Others,23743,,,,,,
IN,2013,Energy,30352,Direct tax,89430,Total Returns filed,171979,Total Dollar Amount,8636234.48
IN,2013,Financials,26344,Indirect tax,82549,Filed by WK Product,46435,Dollar Amount by product ,1440252.24
IN,2013,Health Care,35698,,,,,,
IN,2013,Industrials,23864,,,,,,
IN,2013,Information Technology,14542,,,,,,
IN,2013,Real Estate,22924,,,,,,
IN,2013,Others,18255,,,,,,
IN,2014,Energy,6495,Direct tax,101758,Total Returns filed,169596,Total Dollar Amount,8636234.48
IN,2014,Financials,46927,Indirect tax,67838,Filed by WK Product,61055,Dollar Amount by product ,1440252.24
IN,2014,Health Care,19741,,,,,,
IN,2014,Industrials,38329,,,,,,
IN,2014,Information Technology,18719,,,,,,
IN,2014,Real Estate,14607,,,,,,
IN,2014,Others,24778,,,,,,
IN,2015,Energy,30203,Direct tax,75516,Total Returns filed,127993,Total Dollar Amount,8636234.48
IN,2015,Financials,24046,Indirect tax,52477,Filed by WK Product,60157,Dollar Amount by product ,1440252.24
IN,2015,Health Care,19079,,,,,,
IN,2015,Industrials,5038,,,,,,
IN,2015,Information Technology,14404,,,,,,
IN,2015,Real Estate,14831,,,,,,
IN,2015,Others,20392,,,,,,
IN,2016,Energy,30172,Direct tax,77116,Total Returns filed,154232,Total Dollar Amount,8636234.48
IN,2016,Financials,30023,Indirect tax,77116,Filed by WK Product,23135,Dollar Amount by product ,1440252.24
IN,2016,Health Care,36127,,,,,,
IN,2016,Industrials,4102,,,,,,
IN,2016,Information Technology,7771,,,,,,
IN,2016,Real Estate,28659,,,,,,
IN,2016,Others,17378,,,,,,
IA,2010,Energy,43406,Direct tax,121889,Total Returns filed,253935,Total Dollar Amount,8636234.48
IA,2010,Financials,42467,Indirect tax,132046,Filed by WK Product,119350,Dollar Amount by product ,1440252.24
IA,2010,Health Care,41623,,,,,,
IA,2010,Industrials,28119,,,,,,
IA,2010,Information Technology,48089,,,,,,
IA,2010,Real Estate,21926,,,,,,
IA,2010,Others,28305,,,,,,
IA,2011,Energy,19786,Direct tax,116265,Total Returns filed,215304,Total Dollar Amount,8636234.48
IA,2011,Financials,4165,Indirect tax,99039,Filed by WK Product,55980,Dollar Amount by product ,1440252.24
IA,2011,Health Care,49708,,,,,,
IA,2011,Industrials,46819,,,,,,
IA,2011,Information Technology,37767,,,,,,
IA,2011,Real Estate,11425,,,,,,
IA,2011,Others,45634,,,,,,
IA,2012,Energy,48574,Direct tax,132347,Total Returns filed,220577,Total Dollar Amount,8636234.48
IA,2012,Financials,24952,Indirect tax,88230,Filed by WK Product,63968,Dollar Amount by product ,1440252.24
IA,2012,Health Care,41387,,,,,,
IA,2012,Industrials,38155,,,,,,
IA,2012,Information Technology,46741,,,,,,
IA,2012,Real Estate,12586,,,,,,
IA,2012,Others,8182,,,,,,
IA,2013,Energy,13738,Direct tax,104398,Total Returns filed,179995,Total Dollar Amount,8636234.48
IA,2013,Financials,10812,Indirect tax,75597,Filed by WK Product,89998,Dollar Amount by product ,1440252.24
IA,2013,Health Care,36344,,,,,,
IA,2013,Industrials,4778,,,,,,
IA,2013,Information Technology,46054,,,,,,
IA,2013,Real Estate,18295,,,,,,
IA,2013,Others,49974,,,,,,
IA,2014,Energy,37422,Direct tax,93958,Total Returns filed,180687,Total Dollar Amount,8636234.48
IA,2014,Financials,12732,Indirect tax,86729,Filed by WK Product,30717,Dollar Amount by product ,1440252.24
IA,2014,Health Care,17514,,,,,,
IA,2014,Industrials,37644,,,,,,
IA,2014,Information Technology,28164,,,,,,
IA,2014,Real Estate,35855,,,,,,
IA,2014,Others,11356,,,,,,
IA,2015,Energy,44724,Direct tax,99491,Total Returns filed,236881,Total Dollar Amount,8636234.48
IA,2015,Financials,31749,Indirect tax,137390,Filed by WK Product,108966,Dollar Amount by product ,1440252.24
IA,2015,Health Care,39896,,,,,,
IA,2015,Industrials,25211,,,,,,
IA,2015,Information Technology,15857,,,,,,
IA,2015,Real Estate,45880,,,,,,
IA,2015,Others,33564,,,,,,
IA,2016,Energy,14301,Direct tax,59082,Total Returns filed,144102,Total Dollar Amount,8636234.48
IA,2016,Financials,47166,Indirect tax,85020,Filed by WK Product,41790,Dollar Amount by product ,1440252.24
IA,2016,Health Care,11814,,,,,,
IA,2016,Industrials,4905,,,,,,
IA,2016,Information Technology,36279,,,,,,
IA,2016,Real Estate,25318,,,,,,
IA,2016,Others,4319,,,,,,
KS,2010,Energy,29458,Direct tax,88183,Total Returns filed,157469,Total Dollar Amount,8636234.48
KS,2010,Financials,41754,Indirect tax,69286,Filed by WK Product,29920,Dollar Amount by product ,1440252.24
KS,2010,Health Care,10218,,,,,,
KS,2010,Industrials,17193,,,,,,
KS,2010,Information Technology,18088,,,,,,
KS,2010,Real Estate,20044,,,,,,
KS,2010,Others,20714,,,,,,
KS,2011,Energy,34804,Direct tax,60567,Total Returns filed,144207,Total Dollar Amount,8636234.48
KS,2011,Financials,1160,Indirect tax,83640,Filed by WK Product,33168,Dollar Amount by product ,1440252.24
KS,2011,Health Care,22748,,,,,,
KS,2011,Industrials,3079,,,,,,
KS,2011,Information Technology,32273,,,,,,
KS,2011,Real Estate,3989,,,,,,
KS,2011,Others,46154,,,,,,
KS,2012,Energy,44428,Direct tax,71196,Total Returns filed,158212,Total Dollar Amount,8636234.48
KS,2012,Financials,16817,Indirect tax,87016,Filed by WK Product,28479,Dollar Amount by product ,1440252.24
KS,2012,Health Care,13744,,,,,,
KS,2012,Industrials,23372,,,,,,
KS,2012,Information Technology,8094,,,,,,
KS,2012,Real Estate,41174,,,,,,
KS,2012,Others,10583,,,,,,
KS,2013,Energy,35984,Direct tax,100283,Total Returns filed,204659,Total Dollar Amount,8636234.48
KS,2013,Financials,34114,Indirect tax,104376,Filed by WK Product,61398,Dollar Amount by product ,1440252.24
KS,2013,Health Care,25898,,,,,,
KS,2013,Industrials,39984,,,,,,
KS,2013,Information Technology,20926,,,,,,
KS,2013,Real Estate,22187,,,,,,
KS,2013,Others,25566,,,,,,
KS,2014,Energy,2281,Direct tax,90120,Total Returns filed,150200,Total Dollar Amount,8636234.48
KS,2014,Financials,36664,Indirect tax,60080,Filed by WK Product,72096,Dollar Amount by product ,1440252.24
KS,2014,Health Care,35391,,,,,,
KS,2014,Industrials,34489,,,,,,
KS,2014,Information Technology,11909,,,,,,
KS,2014,Real Estate,4928,,,,,,
KS,2014,Others,24538,,,,,,
KS,2015,Energy,38436,Direct tax,92800,Total Returns filed,168726,Total Dollar Amount,8636234.48
KS,2015,Financials,17993,Indirect tax,75926,Filed by WK Product,42182,Dollar Amount by product ,1440252.24
KS,2015,Health Care,15349,,,,,,
KS,2015,Industrials,34723,,,,,,
KS,2015,Information Technology,20799,,,,,,
KS,2015,Real Estate,5540,,,,,,
KS,2015,Others,35886,,,,,,
KS,2016,Energy,44662,Direct tax,75245,Total Returns filed,171010,Total Dollar Amount,8636234.48
KS,2016,Financials,20398,Indirect tax,95765,Filed by WK Product,39333,Dollar Amount by product ,1440252.24
KS,2016,Health Care,13915,,,,,,
KS,2016,Industrials,46659,,,,,,
KS,2016,Information Technology,29112,,,,,,
KS,2016,Real Estate,1590,,,,,,
KS,2016,Others,14674,,,,,,
KY,2010,Energy,16215,Direct tax,96382,Total Returns filed,166175,Total Dollar Amount,8636234.48
KY,2010,Financials,37650,Indirect tax,69793,Filed by WK Product,76441,Dollar Amount by product ,1440252.24
KY,2010,Health Care,11836,,,,,,
KY,2010,Industrials,36822,,,,,,
KY,2010,Information Technology,17156,,,,,,
KY,2010,Real Estate,33796,,,,,,
KY,2010,Others,12700,,,,,,
KY,2011,Energy,30984,Direct tax,113739,Total Returns filed,258496,Total Dollar Amount,8636234.48
KY,2011,Financials,48561,Indirect tax,144757,Filed by WK Product,129248,Dollar Amount by product ,1440252.24
KY,2011,Health Care,32836,,,,,,
KY,2011,Industrials,47593,,,,,,
KY,2011,Information Technology,47691,,,,,,
KY,2011,Real Estate,31611,,,,,,
KY,2011,Others,19220,,,,,,
KY,2012,Energy,21114,Direct tax,67057,Total Returns filed,136850,Total Dollar Amount,8636234.48
KY,2012,Financials,1834,Indirect tax,69793,Filed by WK Product,67057,Dollar Amount by product ,1440252.24
KY,2012,Health Care,45938,,,,,,
KY,2012,Industrials,24509,,,,,,
KY,2012,Information Technology,7204,,,,,,
KY,2012,Real Estate,13530,,,,,,
KY,2012,Others,22721,,,,,,
KY,2013,Energy,33109,Direct tax,116440,Total Returns filed,197355,Total Dollar Amount,8636234.48
KY,2013,Financials,43988,Indirect tax,80915,Filed by WK Product,29604,Dollar Amount by product ,1440252.24
KY,2013,Health Care,20845,,,,,,
KY,2013,Industrials,4576,,,,,,
KY,2013,Information Technology,31934,,,,,,
KY,2013,Real Estate,15104,,,,,,
KY,2013,Others,47799,,,,,,
KY,2014,Energy,43620,Direct tax,108801,Total Returns filed,201482,Total Dollar Amount,8636234.48
KY,2014,Financials,29840,Indirect tax,92681,Filed by WK Product,58430,Dollar Amount by product ,1440252.24
KY,2014,Health Care,12469,,,,,,
KY,2014,Industrials,34248,,,,,,
KY,2014,Information Technology,20846,,,,,,
KY,2014,Real Estate,47936,,,,,,
KY,2014,Others,12523,,,,,,
KY,2015,Energy,48333,Direct tax,92418,Total Returns filed,168031,Total Dollar Amount,8636234.48
KY,2015,Financials,30475,Indirect tax,75613,Filed by WK Product,60492,Dollar Amount by product ,1440252.24
KY,2015,Health Care,7002,,,,,,
KY,2015,Industrials,27256,,,,,,
KY,2015,Information Technology,3582,,,,,,
KY,2015,Real Estate,43183,,,,,,
KY,2015,Others,8200,,,,,,
KY,2016,Energy,37950,Direct tax,114885,Total Returns filed,191475,Total Dollar Amount,8636234.48
KY,2016,Financials,46932,Indirect tax,76590,Filed by WK Product,32551,Dollar Amount by product ,1440252.24
KY,2016,Health Care,34441,,,,,,
KY,2016,Industrials,7399,,,,,,
KY,2016,Information Technology,4167,,,,,,
KY,2016,Real Estate,32140,,,,,,
KY,2016,Others,28446,,,,,,
LA,2010,Energy,34697,Direct tax,100044,Total Returns filed,238200,Total Dollar Amount,8636234.48
LA,2010,Financials,46866,Indirect tax,138156,Filed by WK Product,69078,Dollar Amount by product ,1440252.24
LA,2010,Health Care,27499,,,,,,
LA,2010,Industrials,40045,,,,,,
LA,2010,Information Technology,43358,,,,,,
LA,2010,Real Estate,36375,,,,,,
LA,2010,Others,9360,,,,,,
LA,2011,Energy,1851,Direct tax,112306,Total Returns filed,187176,Total Dollar Amount,8636234.48
LA,2011,Financials,41113,Indirect tax,74870,Filed by WK Product,54282,Dollar Amount by product ,1440252.24
LA,2011,Health Care,27097,,,,,,
LA,2011,Industrials,21294,,,,,,
LA,2011,Information Technology,10598,,,,,,
LA,2011,Real Estate,47746,,,,,,
LA,2011,Others,37477,,,,,,
LA,2012,Energy,16394,Direct tax,82309,Total Returns filed,191414,Total Dollar Amount,8636234.48
LA,2012,Financials,32696,Indirect tax,109105,Filed by WK Product,91879,Dollar Amount by product ,1440252.24
LA,2012,Health Care,45597,,,,,,
LA,2012,Industrials,26963,,,,,,
LA,2012,Information Technology,36154,,,,,,
LA,2012,Real Estate,14945,,,,,,
LA,2012,Others,18665,,,,,,
LA,2013,Energy,39371,Direct tax,71290,Total Returns filed,142580,Total Dollar Amount,8636234.48
LA,2013,Financials,15164,Indirect tax,71290,Filed by WK Product,34220,Dollar Amount by product ,1440252.24
LA,2013,Health Care,10311,,,,,,
LA,2013,Industrials,49335,,,,,,
LA,2013,Information Technology,16253,,,,,,
LA,2013,Real Estate,4261,,,,,,
LA,2013,Others,7885,,,,,,
LA,2014,Energy,24719,Direct tax,94050,Total Returns filed,174165,Total Dollar Amount,8636234.48
LA,2014,Financials,3672,Indirect tax,80115,Filed by WK Product,31350,Dollar Amount by product ,1440252.24
LA,2014,Health Care,25878,,,,,,
LA,2014,Industrials,47807,,,,,,
LA,2014,Information Technology,24518,,,,,,
LA,2014,Real Estate,28046,,,,,,
LA,2014,Others,19525,,,,,,
LA,2015,Energy,10347,Direct tax,78431,Total Returns filed,182396,Total Dollar Amount,8636234.48
LA,2015,Financials,34703,Indirect tax,103965,Filed by WK Product,32832,Dollar Amount by product ,1440252.24
LA,2015,Health Care,32287,,,,,,
LA,2015,Industrials,5197,,,,,,
LA,2015,Information Technology,31575,,,,,,
LA,2015,Real Estate,41993,,,,,,
LA,2015,Others,26294,,,,,,
LA,2016,Energy,17166,Direct tax,105756,Total Returns filed,192283,Total Dollar Amount,8636234.48
LA,2016,Financials,49101,Indirect tax,86527,Filed by WK Product,51917,Dollar Amount by product ,1440252.24
LA,2016,Health Care,36698,,,,,,
LA,2016,Industrials,35592,,,,,,
LA,2016,Information Technology,41603,,,,,,
LA,2016,Real Estate,1824,,,,,,
LA,2016,Others,10299,,,,,,
ME,2010,Energy,48728,Direct tax,86194,Total Returns filed,191541,Total Dollar Amount,8636234.48
ME,2010,Financials,15456,Indirect tax,105347,Filed by WK Product,49801,Dollar Amount by product ,1440252.24
ME,2010,Health Care,22505,,,,,,
ME,2010,Industrials,30344,,,,,,
ME,2010,Information Technology,38136,,,,,,
ME,2010,Real Estate,7200,,,,,,
ME,2010,Others,29172,,,,,,
ME,2011,Energy,13550,Direct tax,70339,Total Returns filed,167473,Total Dollar Amount,8636234.48
ME,2011,Financials,35842,Indirect tax,97134,Filed by WK Product,75363,Dollar Amount by product ,1440252.24
ME,2011,Health Care,21381,,,,,,
ME,2011,Industrials,37886,,,,,,
ME,2011,Information Technology,19899,,,,,,
ME,2011,Real Estate,11148,,,,,,
ME,2011,Others,27767,,,,,,
ME,2012,Energy,39382,Direct tax,89599,Total Returns filed,172304,Total Dollar Amount,8636234.48
ME,2012,Financials,34205,Indirect tax,82705,Filed by WK Product,53415,Dollar Amount by product ,1440252.24
ME,2012,Health Care,16776,,,,,,
ME,2012,Industrials,36499,,,,,,
ME,2012,Information Technology,28706,,,,,,
ME,2012,Real Estate,6454,,,,,,
ME,2012,Others,10282,,,,,,
ME,2013,Energy,10313,Direct tax,94165,Total Returns filed,168151,Total Dollar Amount,8636234.48
ME,2013,Financials,29025,Indirect tax,73986,Filed by WK Product,53809,Dollar Amount by product ,1440252.24
ME,2013,Health Care,18293,,,,,,
ME,2013,Industrials,43646,,,,,,
ME,2013,Information Technology,49603,,,,,,
ME,2013,Real Estate,8748,,,,,,
ME,2013,Others,8523,,,,,,
ME,2014,Energy,1888,Direct tax,52830,Total Returns filed,88049,Total Dollar Amount,8636234.48
ME,2014,Financials,23197,Indirect tax,35219,Filed by WK Product,44025,Dollar Amount by product ,1440252.24
ME,2014,Health Care,29731,,,,,,
ME,2014,Industrials,24944,,,,,,
ME,2014,Information Technology,1579,,,,,,
ME,2014,Real Estate,1747,,,,,,
ME,2014,Others,4963,,,,,,
ME,2015,Energy,41816,Direct tax,109851,Total Returns filed,192720,Total Dollar Amount,8636234.48
ME,2015,Financials,4715,Indirect tax,82869,Filed by WK Product,59744,Dollar Amount by product ,1440252.24
ME,2015,Health Care,47142,,,,,,
ME,2015,Industrials,13514,,,,,,
ME,2015,Information Technology,3750,,,,,,
ME,2015,Real Estate,45432,,,,,,
ME,2015,Others,36351,,,,,,
ME,2016,Energy,6485,Direct tax,96976,Total Returns filed,206331,Total Dollar Amount,8636234.48
ME,2016,Financials,22589,Indirect tax,109355,Filed by WK Product,76343,Dollar Amount by product ,1440252.24
ME,2016,Health Care,10044,,,,,,
ME,2016,Industrials,43412,,,,,,
ME,2016,Information Technology,45779,,,,,,
ME,2016,Real Estate,33213,,,,,,
ME,2016,Others,44809,,,,,,
MD,2010,Energy,41258,Direct tax,71844,Total Returns filed,146620,Total Dollar Amount,8636234.48
MD,2010,Financials,3775,Indirect tax,74776,Filed by WK Product,68912,Dollar Amount by product ,1440252.24
MD,2010,Health Care,19579,,,,,,
MD,2010,Industrials,8052,,,,,,
MD,2010,Information Technology,2342,,,,,,
MD,2010,Real Estate,29964,,,,,,
MD,2010,Others,41650,,,,,,
MD,2011,Energy,42482,Direct tax,81410,Total Returns filed,185022,Total Dollar Amount,8636234.48
MD,2011,Financials,39144,Indirect tax,103612,Filed by WK Product,66608,Dollar Amount by product ,1440252.24
MD,2011,Health Care,16611,,,,,,
MD,2011,Industrials,27024,,,,,,
MD,2011,Information Technology,12361,,,,,,
MD,2011,Real Estate,28367,,,,,,
MD,2011,Others,19033,,,,,,
MD,2012,Energy,6848,Direct tax,72000,Total Returns filed,180000,Total Dollar Amount,8636234.48
MD,2012,Financials,48519,Indirect tax,108000,Filed by WK Product,72000,Dollar Amount by product ,1440252.24
MD,2012,Health Care,6039,,,,,,
MD,2012,Industrials,20478,,,,,,
MD,2012,Information Technology,25295,,,,,,
MD,2012,Real Estate,45247,,,,,,
MD,2012,Others,27574,,,,,,
MD,2013,Energy,16687,Direct tax,66208,Total Returns filed,157637,Total Dollar Amount,8636234.48
MD,2013,Financials,22640,Indirect tax,91429,Filed by WK Product,33104,Dollar Amount by product ,1440252.24
MD,2013,Health Care,36270,,,,,,
MD,2013,Industrials,35749,,,,,,
MD,2013,Information Technology,23297,,,,,,
MD,2013,Real Estate,5350,,,,,,
MD,2013,Others,17644,,,,,,
MD,2014,Energy,19769,Direct tax,60722,Total Returns filed,151804,Total Dollar Amount,8636234.48
MD,2014,Financials,32946,Indirect tax,91082,Filed by WK Product,44024,Dollar Amount by product ,1440252.24
MD,2014,Health Care,30301,,,,,,
MD,2014,Industrials,13673,,,,,,
MD,2014,Information Technology,10638,,,,,,
MD,2014,Real Estate,26892,,,,,,
MD,2014,Others,17585,,,,,,
